text,label
diriku sangat lara,0
saya sangat bersyukur bisa merasakan cintamu,2
gue sangat diselimuti rasa takut,4
hidupku sangat berat,0
saya sangat bersyukur kamu mau bersamaku,2
my spirit bleeds with sorrow,0
hatiku sangat menentang ini,3
I was shaking from the shock,5
you make me so happy,2
I am so despondent,0
my heart is overflowing with happiness,1
aku bersedih hati,0
aku sangat terkejut dengan berita menggembirakan ini,5
I am deeply crushed,0
aku sangat berteriak marah,3
aku sangat tidak percaya betapa bahagianya hari ini,1
I am so grateful you want to be with me,2
aku sangat dongkol,3
saya sangat senang karena semua rencana berjalan mulus,1
aku masih belum bisa mencerna ini,5
aku sangat susah,0
aku sangat merasa berenergi sekarang,1
aku sudah sangat muak dengan semua omong kosong ini,3
aku sangat berduka mendalam,0
I am so tired of you,3
gue sangat takut tidak cukup baik,4
I feel so anxious,4
you do not respect me at all,3
diriku sangat bahagia bersamamu,2
I never imagined this would happen,5
gue sangat ingin menegur,3
gue selalu memikirkanmu,2
aku sangat senang karena semua berjalan sesuai harapan,1
aku sangat senang karena melihat semua orang bahagia,1
this happiness is extraordinary,1
I am deeply worried,4
I am deeply enraged,3
with you I feel complete,2
I got provoked,3
saya sangat murung,0
saya sangat girang,1
I feel so radiant today,1
I feel no meaning,0
you are the answer to all my prayers,2
I am so motivated,1
I am deeply aggravated,3
diriku sangat mencintaimu sepenuh hati,2
aku sangat merasa diberkahi,1
I try to be happy but fail,0
I feel deeply content,1
I am so on edge,4
saya sangat sedih,0
aku sangat takut berbicara di depan umum,4
being loved by you is wonderful,2
I am so energized,1
aku tidak semangat,0
gue sangat menantikan kehadiranmu,2
I am anxious about all the things that could go wrong,4
aku merasa sangat buruk,0
aku sangat tidak menyangka hidup bisa seperti ini,5
hatiku sangat marah karena dihina,3
hatiku tidak pernah membayangkan ini,5
I feel deeply absolutely devastated,0
I carry so much pain,0
aku sangat takut luka lama terbuka,4
aku kehilangan segalanya,0
aku sangat duka,0
gue sangat ingin memelukmu,2
aku sangat takut disakiti lagi,4
I feel deeply scared,4
I feel so in a state of pure bliss,1
I cannot accept the loss of someone I love,0
gue sangat takut,4
saya sangat penuh kebahagiaan,1
I want to always protect you,2
hatiku sangat suka kehadiranmu,2
aku sangat tidak menyangka kenyataannya seperti ini,5
I feel so positive today,1
aku sangat remuk redam,0
I am so shocked by this announcement,5
aku berduka cita,0
saya sangat trauma,4
hatiku masih sangat terkejut,5
I am deeply utterly broken,0
I am smiling so wide I cannot stop,1
aku sangat takut bahwa semua usahaku akan sia sia,4
aku diam terpaku karena kaget,5
I feel so completely terrified,4
saya sangat merindukanmu,2
gue sangat mencintaimu sepenuh hati,2
I am so angry for being belittled again,3
saya sangat mencintai caramu,2
ini adalah hari terbaikku,1
I am so miserable,0
aku rindu kamu setiap hari,0
kamu sangat membuatku muak,3
I am falling apart,0
I am scared to sleep,4
I am deeply lucky,1
I am scared that history will repeat itself,4
saya sangat senang,1
my anger cannot be contained anymore,3
I am deeply hollow,0
saya sangat tidak sanggup menahan air mata,0
aku sangat takut karena segalanya terasa tidak pasti,4
aku sangat tidak menyangka bisa bertemu kamu disini,5
aku emosinya sudah meledak,3
saya tidak bisa hidup tanpamu,2
I am deeply in total shock,5
behind my laughter there are tears,0
I feel so peaceful,1
aku sangat marah dengan orang yang mengkhianatiku,3
aku tidak sabar untuk memulai,1
aku sangat trauma,4
aku sangat ingin selalu bersamamu selamanya,2
aku berduka,0
aku sangat takut kehilangan semua,4
I am gripped by terror,4
aku sangat kesal dengan kelakuannya yang egois,3
hatiku sangat suka senyummu,2
saya ketakutan ini sangat nyata dan sangat dalam,4
I never thought my journey would be like this,5
loving you feels like home,2
aku sangat mencintai hidupku bersamamu,2
I feel absolutely devastated,0
my heart is torn,0
aku tidak ada harapan,0
aku kejutan ini sangat mengubah cara pandangku,5
I am scared I cannot do this,4
aku sangat tidak menyangka kamu melakukan ini untukku,5
diriku sangat takut ditolak,4
diriku sangat susah,0
I love you,2
aku sangat tidak menduga hasilnya seperti ini,5
I am deeply horrified,4
I feel deeply lonely,0
kamu adalah rumahku,2
I will not be silent when treated badly,3
gue sangat gelisah,4
you make me so upset,3
I feel like nothing matters,0
I love this so much,1
I have given up,0
diriku sangat menolak ini,3
gue sangat merasa tidak pantas mendapatkan cinta,0
gue sangat bersyukur semua berjalan dengan baik,1
gue tidak bersemangat,0
aku tidak mau bangkit,0
I am so scared my future will not be bright,4
I feel deeply blown away,5
gue kehilangan segalanya,0
saya sangat penuh sukacita,1
cintaku padamu sangat tulus,2
hatiku sangat terpuruk,0
aku sangat lega,1
I feel haunted by fear,4
I am so utterly broken,0
I am living my best life,1
I am so blessed,1
aku sudah tidak tahan lagi,3
gue sudah sangat muak bersabar dengan orang yang tidak berubah,3
aku sangat frustrasi karena tidak berdaya,3
gue sangat bersyukur bisa merasakan cintamu,2
saya kecemasan ini sangat membuatku tidak berdaya,4
my soul is raging,3
aku sangat marah dengan sikap tidak hormatinya,3
aku sangat tidak menduga bisa mendapat kesempatan ini,5
aku berhasil,1
diriku sangat sakit hati,3
aku sangat tidak berani,4
saya sangat capek dengan semua ini,3
saya sangat mencintai dirimu lebih dari hidupku sendiri,2
aku sangat cinta pada pasanganku,2
gue sangat memikirkanmu,2
I miss our memories together,2
aku tidak bisa percaya ini,5
I never anticipated being able to overcome all these obstacles,5
I am shocked to see how kind-hearted he truly is,5
hatiku sangat terkejut dengan berita ini,5
aku sangat gembira menerima berita ini,1
my life feels so dark,0
saya sangat ingin kamu tahu betapa berartinya kamu,2
I feel like life has no meaning anymore,0
my life feels pointless,0
my heart is sliced with pain,0
my life feels so empty,0
gue sangat suka ini,1
aku sangat riang gembira,1
aku merasa nyaman bersamamu,2
I cannot stand your behavior,3
I am so joyful to receive this news,1
I feel incredibly annoyed,3
I feel so petrified,4
saya sangat tidak bisa berhenti menangis,0
saya sangat takut kehilangan semua,4
gue sangat tidak terima pendapatku selalu diabaikan,3
I feel so joyful,1
I am so sorrowful,0
aku tidak bisa menahan amarah,3
aku sangat bangga dengan pencapaianku,1
hatiku sangat tidak menduga hasilnya begini,5
I have never felt this satisfied,1
aku sangat merasa tidak aman,4
I am so inconsolable,0
aku sangat cemas banget,4
I am deeply deeply sad,0
I feel so completely dumbfounded,5
I am deeply astonished,5
since you came my life is more beautiful,2
saya sangat tertawa bahagia,1
I have no patience left,3
I am so grateful life is this beautiful,1
gue sangat tersenyum lebar,1
aku sangat kesulitan,0
hatiku sangat senang,1
gue sangat mencintai hidup ini,1
gue sangat sayang padamu,2
gue merasa aman bersamamu,2
I am so nervous about this presentation,4
aku sangat menyesali perbuatanku,0
I feel so deeply mourning,0
saya sangat penuh energi,1
aku sangat tidak bisa tidur karena rasa cemas yang terus ada,4
aku sangat tertawa senang,1
I feel so inspired,1
gue sangat senang karena semua rencana berjalan mulus,1
hatiku sangat tidak menyangka bisa sampai sejauh ini,5
gue sangat tidak bisa tenang karena firasat buruk terus menghantuiku,4
hatiku sangat terkejut dengan perubahan ini,5
I am deeply optimistic,1
I was so shocked I could not move,5
I am deeply petrified,4
I am overwhelmed by anger,3
diriku sangat cemas dengan kesehatan,4
aku nelangsa sekali,0
I feel so outraged,3
aku tidak ada yang memahami aku,0
this truly startled me completely,5
I am so sick of people who have no self-awareness,3
gue sangat merasa hidup tidak punya arti lagi,0
I am radiant with happiness,1
aku sangat bimbang dan takut,4
I am shocked by this tragic news,5
gue sangat memujamu,2
I am so shocked by this surprise,5
aku merasa sangat terpinggirkan,0
aku sangat kelelahan batin,0
aku sangat mengamuk,3
aku sangat gemetar karena takut,4
aku sangat merasa beruntung kamu ada di hidupku,2
aku sangat bangga dengan diriku sendiri,1
saya sangat cemas karena tidak tahu apa yang akan terjadi,4
aku sangat merindukan kamu,2
gue sangat tidak sabar berbagi kebahagiaan ini,1
aku tidak punya siapa siapa,0
saya sangat kaget,5
aku sangat frustrasi karena tidak ada solusi,3
this caught me totally off guard,5
saya sangat marah karena ditipu,3
aku sangat terkejut melihat betapa baik hatinya ternyata,5
saya tidak pernah bermimpi ini terjadi,5
aku sangat marah karena kebaikanku diinjak injak,3
this fear haunts me constantly,4
aku sangat bahagia dengan pilihan hidupku,1
I am so overwhelmed by rage,3
aku tidak bisa berkata kata karena kaget,5
aku merasa sangat terbuang,0
aku sangat gugup berbicara,4
I love you to the very depths of my heart,2
I cannot wait to start,1
I feel deeply lost,0
you are the best thing that happened to me,2
gue hancur hati,0
aku sangat berterimakasih memilikimu,2
aku sangat bersyukur atas berkat ini,1
I feel deeply startled,5
I am so forlorn,0
I am so shocked by this sudden change,5
aku merasa sangat bersyukur,1
I am always on edge,4
I am so devastated,0
gue sangat takut bahwa semua usahaku akan sia sia,4
aku sangat merasa ditinggal,0
I will love you forever,2
aku sangat marah karena cintaku dimanfaatkan,3
being with you is a gift,2
gue sudah tidak mau sabar lagi,3
saya sangat merasa melakukan hal yang tepat,1
I feel so angry,3
aku merasa hampa,0
I am deeply furious,3
hatiku sangat gugup,4
I love you with all of my heart and soul,2
gue selalu mendoakanmu,2
aku sangat merasa sudah tidak berguna,0
I feel heartbroken,0
I deeply love my mother,2
aku sangat terinspirasi hari ini,1
hatiku merasa nyaman bersamamu,2
I am so scared of being mistreated again,4
gue sangat tidak menduga bisa bertemu orang orang luar biasa ini,5
aku sangat menikmati makanan ini,1
I feel so lucky to have fallen in love with you,2
I am so absolutely stunned,5
I am certain our love will last forever,2
aku sangat lemah tak berdaya,0
my smile reaches my eyes,1
I am so scared of this threat,4
aku sangat melebihi ekspektasi,5
I am so scared,4
aku sangat senang kumpul keluarga,1
I feel so radiant with happiness,1
my spirit is so full,1
gue sangat tersulut,3
saya sangat bersyukur hidup seindah ini,1
I am deeply anxious,4
hatiku sangat tertawa bahagia,1
diriku sangat membeku karena takut,4
aku sangat takut kehilangan pekerjaanku,4
I never thought all of this would happen to me,5
gue sangat tidak menduga bisa melewati semua rintangan ini,5
aku sangat rindu padamu,0
gue sangat terinspirasi,1
saya tidak semangat sama sekali,0
gue sangat terpana,5
I am so haunted by fear,4
aku sangat menghargai semua yang kamu lakukan,2
hatiku terus menangis,0
aku kejutan ini sangat tidak terduga namun sangat indah,5
aku sangat lara,0
aku sangat tidak menduga mendapat surprise ini,5
I am so shocked receiving this news,5
aku sangat merasa diperlakukan tidak adil,3
I have no energy left,0
I feel deeply dejected,0
this is completely unacceptable,3
my spirit is so heavy,0
aku sangat cemas dengan keuanganku,4
I feel so absolutely devastated,0
aku sangat tidak terima sikap ini,3
I feel so lucky,1
I feel so relieved,1
saya merasa aman bersamamu,2
I hate that behavior,3
aku sangat bangga dengan pencapaian ini,1
gue sudah tidak bisa memaafkan,3
I have such an uneasy feeling,4
hatiku sangat optimis,1
I feel my dignity was trampled on,3
aku sangat nervous,4
I adore you deeply,2
aku sangat bersyukur saat ini,1
hatiku sangat ingin melihatmu,2
hatiku sangat lega,1
I never anticipated experiencing this special moment,5
I am wounded and so angry,3
I feel deeply happy,1
I feel so deeply grateful,1
aku diam terpaku karena terkejut,5
diriku sangat tersulut,3
I am so grateful for all of this,1
aku sangat lemas karena takut,4
I feel so incredibly blessed,1
I am taken over by rage,3
I never thought the result would be like this,5
I hurt so deeply,0
hatiku sangat kecewa dengan sikapmu,3
aku sangat terkejut dengan kebaikan ini,5
diriku sangat menikmati waktu bersamamu,2
I would do anything for you,2
I feel misunderstood,0
aku sangat sepi sendiri,0
aku sangat merindukan dia,0
aku merasa sangat beruntung,1
aku sangat terluka,0
I feel so disregarded,0
I feel so full of joy,1
aku sangat menikmati momen bersama,1
this emptiness inside never goes,0
tanganku gemetar karena takut,4
I am sick of all of this,3
I am numbed by this grief,0
saya sangat tercengang,5
saya emosinya sangat tidak bisa kutahan lagi,3
I feel deeply sad,0
I am so panicked and cannot think,4
diriku kehilangan harapan,0
diriku sangat terkejut sampai jantung berdebar,5
gue sangat kecewa dengan sikapmu,3
I feel so blessed,1
I am so deeply afraid,4
diriku masih dalam keadaan kaget,5
aku sangat bersemangat hari ini,1
I adore you,2
gue tidak pernah membayangkan ini,5
aku sangat menyukai ketenangan ini,1
saya sangat tidak bisa tersenyum dengan tulus,0
my life feels so lonely,0
I keep crying,0
my soul is overflowing with happiness,1
I feel so bursting with happiness,1
gue sangat tidak sanggup menanggung kesedihan ini,0
you are so infuriating,3
I am so thrilled,1
I am so petrified,4
your love strengthens me,2
hatiku sangat membeku karena takut,4
I am so satisfied,1
I feel completely outraged,3
aku kecemasan ini sangat menguras energiku,4
I am so worried about this situation,4
aku sudah tidak bisa bersabar,3
aku sangat kaget sampai menjerit,5
hatiku sangat sakit,0
I am so scared of being judged,4
saya sangat merasa dicintai,1
diriku patah hati,0
I feel so nervous,4
I am glowing with joy,1
I am so delighted,1
I feel so delighted,1
aku sangat bersemangat bangun pagi,1
ini benar benar diluar dugaan,5
gue sangat kaget mendengar kabar ini,5
gue sangat tertawa bahagia,1
I am so happy seeing everyone else happy,1
gue sangat tersiksa,0
hatiku sudah tidak tahan lagi,3
I feel so lost,0
my soul is broken,0
gue sangat ingin kamu tahu betapa aku memujamu,2
ini kejutan yang sangat menggembirakan,5
gue sangat bersyukur bisa merasakan kebahagiaan ini,1
you are my priority,2
saya sangat ingin membuktikan betapa aku cinta kamu,2
I am driven forward,1
saya sangat mengecam ini,3
I am too anxious to sleep,4
I feel so deeply sad,0
I feel so livid,3
aku sangat senang bisa merayakan ini,1
I am so aggravated,3
I need you,2
I am so scared of what will happen,4
aku sangat ingin kamu tahu betapa berartinya kamu,2
hatiku sangat bersemangat hari ini,1
I love you sincerely,2
gue sangat marah karena diperlakukan buruk,3
gue sudah sangat muak dengan orang yang tidak tahu diri,3
aku sangat tersenyum lebar,1
gue sangat terkejut melihat betapa baik hatinya ternyata,5
my heart is full,1
aku sangat tidak menyangka hasilnya lulus,5
I am so gloomy,0
gue sangat merasa hidup ini sangat layak disyukuri,1
aku sangat takut kegelapan,4
gue sangat tertekan,0
I feel deeply desolate,0
diriku sangat tidak setuju,3
saya sangat kagum,5
I never thought I would be accepted here,5
aku ketakutan ini sangat nyata dan sangat dalam,4
I am so incredibly annoyed,3
nobody sees my pain,0
diriku nelangsa sekali,0
I am so frightened,4
I am so disappointed in myself,0
aku sangat trauma dengan dia,4
I am scared of being judged,4
I am so angry about this situation,3
I feel so peaceful and happy,1
I love your smile,2
I cannot escape this fear,4
I am so proud to have you,2
hatiku sangat tersenyum lebar,1
I am so grateful my prayers were answered,1
I feel deeply stunned,5
ini sudah sangat tidak bisa ditoleransi,3
I worship you,2
I am so in complete disbelief,5
aku kehilangan semangat,0
aku merasa hidup tanpa tujuan,0
kamu adalah orang terbaik dalam hidupku,2
losing you is so heavy for me,0
aku sangat sedih,0
aku sangat bahagia,1
gue sangat tercengang,5
I am so deeply mourning,0
gue sangat jengkel,3
aku merasa sangat percaya diri,1
I will not tolerate this anymore,3
gue terus menangis,0
gue merasa hampa,0
saya sangat menantikan kehadiranmu,2
saya sudah tidak tahan lagi,3
I am scared of being disliked,4
aku ditinggalkan,0
aku sangat bersyukur untuk semua ini,1
with you I feel safe,2
hatiku ingin selalu bersamamu,2
I feel so frozen with fear,4
I never thought I would get this surprise,5
gue sangat takut sendirian,4
I feel so healthy,1
I am so astonished,5
diriku sangat kaget,5
aku sangat senang bisa melakukan ini,1
I am absolutely shocked,5
aku cemas sekali,4
gue sangat merasa dicintai,1
aku sangat tidak menyangka kamu masih ingat aku,5
gue sangat tidak menduga bisa berhasil,5
aku terluka,0
I feel so irritated,3
I feel so melancholic,0
I am so thankful for your love,2
hatiku sangat merasa dicintai olehmu,2
hatiku sudah tidak bisa memaafkan,3
I am so forlorn,0
I am so horrified,4
I enjoy every moment,1
aku sangat tidak menyangka bisa mencapai ini,5
aku tidak tahu harus bereaksi apa karena terlalu kaget,5
aku merasa sangat sepi,0
aku sangat kaget menerima berita ini,5
I am so sad,0
I am so blessed,1
saya sangat suka senyummu,2
aku dapat rezeki,1
saya sangat menyukai ini,1
aku sangat kesal karena tidak pernah dihargai,3
I am deeply completely outraged,3
hatiku sangat trauma,4
hatiku sangat terinspirasi,1
aku sangat takut diperlakukan buruk lagi,4
hatiku tidak semangat sama sekali,0
I feel so on edge,4
aku sangat takut ditolak orang,4
I feel so weak right now,0
diriku sangat takut tidak bisa,4
hatiku sangat kaget,5
diriku menangis sendirian,0
I am so happy today,1
this joy is overwhelming,1
saya sangat marah karena kepercayaanku dikhianati,3
gue sangat tidak menduga Tuhan bisa memberikan hal seindah ini,5
aku sangat kehilangan kamu,0
gue sangat tidak berani mencoba karena takut kecewa,4
your love means everything to me,2
gue masih sangat terkejut,5
my spirit is so grateful,1
aku sangat marah dengan sistem yang tidak adil,3
hatiku sangat marah,3
hatiku sangat gugup tampil,4
I have never felt so low,0
aku sangat tidak bisa tenang karena firasat buruk terus menghantuiku,4
aku sangat khawatir dan tidak bisa berpikir jernih,4
diriku tidak bisa berkata kata karena kaget,5
I never expected this could happen in my life,5
saya sangat terkejut melihat betapa kuat dirinya ternyata,5
you are so selfish,3
aku sangat marah karena harga diriku diinjak,3
I feel deeply despondent,0
tanpamu aku tidak lengkap,2
aku sangat kaget mendengarnya,5
gue sangat tidak menduga semua doa itu dikabulkan,5
diriku merasa sangat bebas,1
gue sangat gentar,4
this left me speechless,5
gue sangat yakin cinta kita akan bertahan selamanya,2
kebahagiaan ini sangat luar biasa,1
my soul weeps constantly,0
aku masih sangat shock dengan semua ini,5
I am in complete disbelief,5
aku sangat marah karena tidak pernah dimengerti,3
aku sangat tidak menduga perjalanan hidup bisa seindah ini,5
hatiku tidak ada harapan lagi,0
aku merasa luar biasa,1
aku sangat terluka oleh kehilangannya,0
gue sangat merasa semua perjuanganku terbayar,1
I will not tolerate this,3
aku sangat bersyukur sehat,1
I was so startled I jumped,5
I am deeply desolate,0
I am so stunned,5
I feel deeply fearful,4
I am so angry my trust was betrayed,3
gue sangat menikmati waktu bersamamu,2
aku sangat tidak adil,3
I am deeply hurt and so angry,3
I this anxiety is draining all my energy,4
I am so frustrated because there is no solution,3
hatiku sangat merasa dijawab doanya,1
gue sangat tidak setuju,3
diriku sangat dihantui ketakutan,4
saya sangat tidak bisa menemukan kebahagiaan,0
aku sangat penuh kebahagiaan,1
diriku sangat jengkel,3
aku sangat merasa dibutuhkan,1
you are the best person in my life,2
saya sangat tidak bisa berhenti tersenyum,1
I feel so very happy,1
gue sangat merasakan firasat buruk,4
I feel deeply paralyzed by fear,4
gue sangat terkejut dengan berita ini,5
I treasure you,2
I feel deeply enraged,3
I am smiling so wide,1
aku sudah sangat muak melihatnya,3
saya sangat melonjak kegirangan,1
diriku sangat marah karena dikhianati,3
I am so elated,1
hatiku sangat marah karena diperlakukan buruk,3
aku sangat terkejut tapi sangat bersyukur,5
aku sangat frustrasi,3
I am so scared of disappointing others,4
I ache inside,0
I am suffering,0
I feel deeply completely broken,0
I am so scared of not being accepted,4
I hold back tears every day,0
hatiku merasa aman bersamamu,2
diriku sudah menyerah,0
I love you deeply,2
aku sangat yakin kamu adalah orang yang tepat untukku,2
aku menangis setiap malam,0
hatiku sangat terperangah,5
I feel so useless,0
I appreciate everything you do,2
I am so inspired,1
aku patah hati banget,0
without you my life feels empty,0
gue sangat nervous,4
I am so completely overjoyed,1
kejutan ini sangat membuat aku melongo,5
aku sangat panik dan tidak bisa berpikir,4
gue sangat tidak bisa tertawa walaupun ingin,0
gue sangat remuk,0
diriku sangat menantikan ini,1
I succeeded,1
I feel deeply grieving,0
diriku sangat susah percaya,5
aku masih terkejut,5
aku sangat lesu,0
aku sangat marah karena ditipu,3
I am so hollow,0
aku sangat benci padamu,3
aku sangat ingin selalu menjagamu,2
diriku selalu ada untukmu,2
aku selalu rindu,0
I am deeply completely overjoyed,1
gue sangat senang bersamamu,2
I feel boiling with anger,3
aku masih tidak percaya,5
aku sangat menghargai kamu,2
I am deeply seething with anger,3
aku sangat marah besar,3
aku sangat merasa melakukan hal yang tepat,1
gue sangat ingin melawan,3
you are so precious to me,2
I am deeply defeated,0
I am so frustrated by this unjust situation,3
I am still in complete shock over this,5
aku sangat bersyukur semua berjalan dengan baik,1
my soul belongs to you,2
I am so angry I got disrespected,3
gue sangat merasa ada di tempat yang tepat,1
I am so melancholic,0
I feel deeply completely terrified,4
I will always love you,2
diriku sangat trauma,4
aku merasa hidupku gelap,0
saya sangat mencintai dirimu melebihi apapun,2
aku sangat kaget karena tiba tiba ada kabar ini,5
aku sangat kecewa dan marah secara bersamaan,3
aku sangat takut malam hari,4
saya sangat tidak menduga bisa bertahan dari semua badai itu,5
aku sangat rindu pelukan kamu,2
hatiku selalu ada untukmu,2
my heart is so heavy,0
aku sangat tidak menyangka perjalananku begini,5
I am so relieved I made it,1
my heart is shattered,0
aku sangat cemas,4
aku sangat puas,1
I am deeply miserable,0
I cannot move on,0
I feel so energized,1
gue sangat tidak mau lagi mengorbankan diri untuk orang seperti ini,3
I feel deeply deeply anxious,4
gue sangat senang karena melihat semua orang bahagia,1
aku hanya peduli padamu,2
I feel so absolutely stunned,5
I am so angry I allowed this to happen,3
my tears never dry,0
aku beruntung sekali mengenalmu,2
gue sangat panic attack,4
I do not dare to move forward for fear of failure,4
I appreciate everything you give me,2
aku sangat terkejut dengan plot twist ini,5
I want to make you happy,2
saya masih dalam keadaan kaget,5
I feel deeply boiling with anger,3
aku sangat marah karena diperlakukan seperti ini,3
you are irreplaceable to me,2
aku sangat merasa diterima,1
saya sangat marah,3
aku sangat bingung dan sedih,0
I deeply admire the way you love me,2
I this surprise completely changed my life,5
I feel amazing,1
I feel deeply deeply wounded,0
diriku sangat suka kehadiranmu,2
I feel deeply mourning,0
I feel deeply totally speechless,5
aku sangat tidak bisa terima,3
I love these moments together,1
aku sangat takut kehilangan mereka,4
I am overwhelmed by fear,4
aku sangat tertawa terbahak,1
I never anticipated receiving this opportunity,5
I am so scared that bad event will happen again,4
I am in a state of bliss,1
aku sangat kangen kamu,2
aku sangat terluka dan sangat marah,3
aku sangat terkejut melihat betapa indah hidupnya ternyata,5
hatiku tidak bisa bahagia lagi,0
aku sangat kaget melihatnya,5
I am so inconsolable,0
diriku sangat takut salah,4
I cannot stop crying,0
saya sangat merindukanmu setiap hari,2
saya sangat merasa semua pengorbananku membuahkan hasil,1
hari ini sangat luar biasa,1
this was unimaginable,5
aku sangat tidak bisa menerima kepergiannya,0
I am scared to change,4
I am so grateful everything went so well,1
gue kejutan ini sangat mengubah hidupku,5
I feel like this life is so worth being grateful for,1
aku tidak tahu harus bilang apa karena terlalu terkejut,5
I feel so energized right now,1
saya sangat kecewa,0
aku sangat menghargai pengorbananmu,2
I am terrified,4
I do not want to get up,0
ini sangat tidak bisa diterima,3
I am so panicked,4
aku tidak pernah selegaan ini,1
this truly exceeded all my expectations,5
saya sangat merasa sudah tidak berguna,0
I am so anxious life will not get better,4
I am so happy you are doing well,1
I feel deeply completely dumbfounded,5
saya sangat tidak menyangka bisa sampai sejauh ini,5
I choose you every single day,2
sadness consumes me,0
saya sangat memujamu,2
aku sangat menghargai momen ini,1
saya sangat tidak sabar berbagi kebahagiaan ini,1
my soul grieves deeply,0
gue sangat cemas,4
aku sangat tidak mau lagi berpura pura tidak sakit hati,3
I feel deeply sad,0
this is so beyond what I expected,5
saya sangat merasa dihargai,1
aku sangat tertawa lepas bahagia,1
I have had enough of this,3
I am shocked to see how far I have come,5
aku sangat cemas dengan masa depan,4
saya menangis terus,0
ini lebih dari yang aku impikan,1
hatiku sangat hancur,0
this is a completely unexpected surprise,5
diriku tidak ada harapan lagi,0
aku sangat takut akan bahaya ini,4
I cannot shake this fear,4
saya sangat bangga,1
I suffer in silence,0
aku sangat mengagumi caramu mencintaiku,2
aku sangat tidak bisa tenang karena terus menerus cemas,4
I feel so lonely,0
today feels perfect,1
diriku sangat lemas karena takut,4
I am so content,1
diriku sangat merasa dicintai olehmu,2
I feel deeply excited,1
hatiku sudah menyerah,0
aku sangat penuh sukacita,1
I feel so inconsolable,0
hatiku sangat mengagumimu,2
I am deeply wounded,0
diriku sudah habis sabar,3
saya sangat kurang percaya diri,4
aku sangat panik,4
I am yelling,3
aku sangat gelisah,4
I feel deeply blessed,1
I am so gripped by terror,4
aku sangat menyukai hidup yang sederhana ini,1
I feel deeply proud,1
saya sangat bersyukur,1
I am so tired of dealing with people like this,3
aku sangat setia padamu,2
I am so miserable,0
this is absolutely intolerable,3
without you my life lacks meaning,2
saya sangat tidak terima dianggap tidak ada,3
I feel so loved,1
I am full of energy,1
saya sangat tersiksa,0
I am already angry at you,3
my heart aches so much,0
sejak ada kamu hidupku lebih indah,2
I feel unworthy of love,0
oh my gosh I am so shocked,5
hatiku sangat benci,3
gue sangat takut bahwa aku tidak akan pernah berhasil,4
gue sangat gugup tampil,4
I am deeply satisfied,1
I am deeply deeply grateful,1
I am so nervous meeting new people,4
gue sangat tidak menyangka bisa sampai sejauh ini,5
aku sangat heran,5
aku sangat ingin melawan,3
aku tidak bisa berkata kata,5
aku sangat takut mengecewakan pasanganku,4
hatiku sangat kecewa,0
gue mencintaimu,2
I am so dejected,0
I feel such deep regret,0
aku sangat senang,1
hatiku sangat tidak aman,4
saya sangat pilu,0
gue sangat takut sejarah terulang,4
my soul is torn apart,0
kamu adalah belahan jiwaku,2
you make everything better,2
gue sangat tidak mau lagi mempercayai orang yang sudah mengkhianatiku,3
aku merasa gagal,0
I am so angry for being constantly ignored,3
aku tidak pernah membayangkan ini,5
diriku tidak bisa bahagia lagi,0
I am so empty,0
kehilangannya sangat berat untukku,0
diriku tidak bisa percaya ini,5
aku sangat senang bisa bertemu,1
I am so tired of arguing about this,3
my life feels purposeless,0
aku sangat merasa tidak pantas mendapatkan cinta,0
aku sangat suka senyummu,2
I care for you wholeheartedly,2
aku sangat takut salah,4
aku sangat menyukai kebahagiaan ini,1
saya sangat merasa beruntung bisa bersama kamu,2
rasa cemas ini sangat menggangguku,4
I am so satisfied with this result,1
gue sangat kangen padamu,2
saya sangat melebihi ekspektasi,5
gue sangat tidak menduga bisa mendapat kesempatan ini,5
aku sangat tidak mau menerima ini,3
I adore you truly,2
aku sudah tidak mau sabar lagi,3
I am so astonished,5
I feel so down,0
aku sangat takut kehilangan kamu,4
saya sangat merasa beruntung bisa dicintai olehmu,2
this truly went beyond all expectations,5
gue sangat tidak bisa menerima kenyataan ini,0
I am deeply apprehensive,4
gue sangat tidak mau lagi menerima perlakuan seperti ini,3
saya menangis sendirian,0
aku sangat terkejut tapi sangat bahagia,5
aku sangat terkejut dengan kejutan indah ini,5
I am deeply proud,1
aku sangat berhati hati karena sangat takut,4
aku tidak mau sedih tapi tidak bisa,0
gue sangat diluar dugaan,5
hatiku sangat ingin melawan,3
saya mencintaimu apa adanya,2
aku sangat waspada karena sangat takut,4
saya sangat duka,0
saya sangat tidak menduga bisa berhasil,5
aku sangat kesal dengan cara dia memperlakukanku,3
I am scared of making mistakes,4
I love being together,1
I feel completely ignored,0
I miss your presence,2
I am so overwhelmed with sadness,0
hatiku sangat terkejut dengan kejutan indah ini,5
aku sangat bersyukur cintaku disambut olehmu,2
gue sangat memerlukanmu,2
aku sangat takut mengecewakan temanku,4
I treasure this moment,1
I feel so elated,1
diriku sangat terkejut,5
I sob every night,0
aku sangat merasa beruntung bisa bersama kamu,2
I am so angry at that disrespectful attitude,3
hatiku sangat cinta padamu,2
diriku sangat terpancing marah,3
aku excited banget,1
I feel so full of rage,3
aku sudah tidak bisa memaafkanmu,3
gue sangat murka,3
diriku sangat terperangah,5
hatiku sangat tidak menyangka bisa menang,5
saya sangat senang karena melihat semua orang bahagia,1
I feel deeply gripped by terror,4
gue rela berkorban untukmu,2
saya ini benar benar mengejutkan,5
diriku sangat gelisah,4
I feel so harassed,3
