text,label,language
gue sangat marah karena cintaku dimanfaatkan,3,id
I feel so very happy,1,en
I really want to fight back,3,en
aku minta maaf banget,0,id
I feel so scared,4,en
I feel so optimistic,1,en
life has never felt so good,1,en
gue sangat tidak menduga Tuhan bisa memberikan hal seindah ini,5,id
aku sudah sangat capek menghadapi orang seperti ini,3,id
I am deeply overwhelmed by rage,3,en
I am deeply depressed,0,en
I feel so livid,3,en
I feel such deep regret,0,en
your love changed my life,2,en
gue sangat speechless,5,id
I am so completely outraged,3,en
you ignored me completely,0,en
your actions hurt me deeply,0,en
I am so angry for being too patient but still being blamed,3,en
aku sangat nelangsa,0,id
aku sangat takut kehilangan dia,4,id
you are so enjoyable,1,en
aku sangat menyesal meninggalkanmu,0,id
baik banget kamu,1,id
I am so hollow,0,en
aku sangat marah dengan sistem yang tidak adil,3,id
diriku sangat khawatir,4,id
saya sangat beruntung mengenalmu,2,id
aku sangat tidak berdaya,0,id
hatiku sangat kecewa dengan sikapmu,3,id
aku menyesal sudah menyakiti hatimu,0,id
aku kelelahan batin,0,id
gue sangat tidak bisa fokus karena ketakutan,4,id
aku sangat trauma,4,id
diriku sangat tidak bisa berhenti tersenyum,1,id
I feel deeply deeply mourning,0,en
saya sangat merasa sudah tidak berarti,0,id
I am completely panicked,4,en
saya sangat mencintai hidup ini,1,id
I am grateful to be alive,1,en
aku sangat gentar,4,id
gue sangat takut kehilangan semua,4,id
diriku sudah tidak mau sabar lagi,3,id
I was so shocked my eyes went wide,5,en
I am so hopeless,0,en
you never valued me,0,en
gue sangat bersyukur semua usahaku membuahkan hasil,1,id
I love achieving this,1,en
hatiku sangat mengagumimu,2,id
I am beyond frustrated,3,en
I am celebrating this,1,en
aku sangat cemas dengan hubunganku,4,id
maaf kamu jadi emosi,0,id
hatiku kehilangan segalanya,0,id
I am so nervous meeting new people,4,en
I am so shocked by this decision,5,en
aku menangis karena dia,0,id
gue sangat mencintai hidup ini,1,id
kejutan ini sangat membuat aku melongo,5,id
gue tidak semangat sama sekali,0,id
hatiku jantungnya berdebar kencang,4,id
saya sudah tidak mau sabar lagi,3,id
diriku sangat merasakan firasat buruk,4,id
aku sangat mencintai dirimu sampai ke lubuk hatiku,2,id
I am so grateful,1,en
hatiku sangat membutuhkanmu,2,id
I feel deeply in complete disbelief,5,en
aku sangat lelah dengan ini,3,id
I am so gripped by terror,4,en
saya sangat tertekan,0,id
aku sangat tidak percaya ini terjadi padaku,1,id
I am deeply completely broken,0,en
saya sangat suka senyummu,2,id
I feel deeply in a state of pure bliss,1,en
I am so startled,5,en
I feel like happiness left me forever,0,en
kalau saja aku menjagamu,0,id
aku sangat merindukan kenangan bersamamu,2,id
aku tidak bersemangat,0,id
I am so utterly broken,0,en
hatiku sangat murka,3,id
subhanallah aku sangat tidak menduga,5,id
I feel deeply stunned,5,en
I feel utterly broken,0,en
you are amazing,1,en
I feel so thrilled,1,en
aku sangat merasa dikhianati dan marah,3,id
gue tidak pernah menyangka ini terjadi,5,id
this fear grips me completely,4,en
hatiku selalu mendoakanmu,2,id
maaf kamu jadi bingung,0,id
saya sangat marah karena kebaikanku diinjak injak,3,id
I never expected this decision,5,en
I am scared to my core,4,en
hatiku sangat sakit hati,3,id
kamu tidak pernah meninggalkanku,1,id
I am so full of joy,1,en
saya sangat merasa semua pengorbananku membuahkan hasil,1,id
hatiku tidak pernah bermimpi ini terjadi,5,id
aku sangat terkejut tapi sangat bersyukur,5,id
diriku sangat kangen padamu,2,id
I am so radiant with happiness,1,en
I am falling apart,0,en
I am deeply forlorn,0,en
I feel so raging inside,3,en
aku hanya bisa menangis,0,id
I am incredibly annoyed,3,en
I feel completely terrified,4,en
I am overwhelmingly surprised,5,en
kamu membuat semuanya jadi lebih menyenangkan,1,id
I feel so calm and happy,1,en
I am so scared of this danger,4,en
I am so happy everything met expectations,1,en
being loved by you is wonderful,2,en
aku sangat frustrasi dengan keadaan ini,3,id
you complete me,2,en
saya sangat capek dengan semua ini,3,id
diriku sangat gentar,4,id
kamu jauh lebih baik dari yang aku bayangkan,1,id
diriku sangat marah,3,id
hari ini sangat luar biasa,1,id
I am so astonished,5,en
aku sangat kecewa,0,id
I want you to always be healthy,2,en
I feel deeply completely outraged,3,en
I love these moments together,1,en
I am deeply fearful,4,en
aku sangat senang karena bisa membahagiakan orang lain,1,id
aku sedih,0,id
I have never been this happy,1,en
diriku merasa lengkap bersamamu,2,id
kamu tangguh banget,1,id
gue sangat takut mengecewakan,4,id
aku tidak bahagia,0,id
I am so lost,0,en
aku sangat takut untuk berbicara,4,id
saya sangat tidak sabar berbagi kebahagiaan ini,1,id
hatiku sangat takut sendirian,4,id
gue sangat merasa dimanjakan oleh kehidupan,1,id
aku senang punya kamu,1,id
you were supposed to protect me,0,en
I am deeply amazed,5,en
aku sudah tidak bisa bersabar,3,id
I am deeply deeply grateful,1,en
I am proud to know you,1,en
I feel so joyful,1,en
senang banget punya teman seperti kamu,1,id
diriku sangat bersinar hari ini,1,id
saya sangat takut mengecewakan,4,id
hatiku sangat khawatir,4,id
I feel like my existence is unwanted,0,en
aku sangat takut kegelapan malam,4,id
kamu membuatku kagum,1,id
aku sangat marah dengan orang yang memanfaatkanku,3,id
I miss your voice,2,en
dikhianati orang yang dipercaya sangat menyakitkan,0,id
I feel deeply relieved,1,en
kamu mengecewakan aku terus,0,id
I am so completely broken,0,en
my life feels so tragic,0,en
saya sangat menyukai ini,1,id
I have never felt this relieved,1,en
I am terrified I will never succeed,4,en
I want to prove how much I care for you,2,en
aku masih sangat shock dengan semua ini,5,id
I miss you so much,2,en
I my rage is completely uncontrollable,3,en
I cannot think clearly because of the panic,4,en
nobody cares about me,0,en
I am so confident,1,en
aku sangat takut karena segalanya terasa tidak pasti,4,id
aku merasa tidak berdaya,0,id
saya sangat ingin bersamamu,2,id
I am so shocked by this wonderful surprise,5,en
I am so proud of myself,1,en
aku merasa sangat ringan,1,id
I feel deeply deeply afraid,4,en
I have never loved anyone the way I love you,2,en
hatiku sangat emosi,3,id
saya sangat tersulut,3,id
aku sangat takut sendirian,4,id
aku sangat marah karena dikhianati,3,id
I feel deeply deeply grateful,1,en
I do not know where to go,0,en
diriku sangat berterima kasih,1,id
aku sangat takut kejadian buruk itu terulang,4,id
saya kejutan ini sangat tidak terduga namun sangat indah,5,id
diriku sangat dongkol,3,id
sikapmu sangat menyakiti aku,0,id
aku sangat bersemangat,1,id
aku sangat tidak bisa percaya,5,id
diriku sangat cemas,4,id
I never anticipated life could be this beautiful,5,en
you left me behind,0,en
saya sangat sayang padamu,2,id
I am deeply empty,0,en
I cannot shake this fear,4,en
being abandoned by someone I loved is heartbreaking,0,en
I never thought you would betray me,0,en
I am deeply miserable,0,en
I feel so sorrowful,0,en
I am sorry for causing you pain,0,en
ternyata kamu sebaik ini,1,id
I never thought you still remembered me,5,en
diriku sangat girang,1,id
I always pray for you,2,en
I am deeply content,1,en
I care for you unconditionally,2,en
dia meninggalkanku,0,id
gue sangat merasa seperti beban bagi semua orang,0,id
I am still processing this,5,en
I feel so pointless,0,en
I feel so startled,5,en
aku tidak bisa lepas dari rasa takut,4,id
gue sangat bersyukur bisa merasakan cintamu,2,id
hatiku merasa hampa,0,id
why do you not care about me,0,en
saya sangat marah karena diperlakukan buruk,3,id
gue sangat tidak bisa berpikir jernih karena panik,4,id
gue sangat mencintai dirimu lebih dari hidupku sendiri,2,id
I am so angry my dignity was trampled,3,en
I feel so much guilt,0,en
aku sangat resah banget,4,id
I feel loved because of you,2,en
gue sangat tidak menyangka bisa lulus,5,id
you are where I belong,2,en
I am so worried about this situation,4,en
I would sacrifice for you,2,en
you were supposed to care about me,0,en
I feel so radiant with happiness,1,en
kamu ada rasa sama aku,1,id
gue sangat bersemangat,1,id
I feel so accepted,1,en
aku sangat takut ditolak orang,4,id
I received a blessing,1,en
aku putus asa,0,id
gue sangat penuh energi,1,id
aku sangat merasa diperhatikan,1,id
aku sangat sepi sendiri,0,id
aku sangat membutuhkanmu,2,id
my heart is shattered,0,en
kejutan ini sangat membuat aku speechless,5,id
I am so scared of this threat,4,en
this is more than I ever dreamed of,1,en
saya sangat gemetar karena takut,4,id
wow I am so shocked,5,en
aku sangat tidak menduga takdir bisa seindah ini,5,id
I should have stayed,0,en
kenapa kamu meninggalkanku,0,id
if only I had been more careful,0,en
I am so annoyed by the way he treats me,3,en
saya sangat gelisah,4,id
aku sangat kecewa dengan kelakuanmu,3,id
gue sangat kangen padamu,2,id
hatiku sangat berduka,0,id
saya sangat tidak menyangka bisa menang,5,id
I am so angry for being constantly ignored,3,en
aku sangat puas dengan hasil ini,1,id
hatiku sangat memerlukanmu,2,id
aku sangat sedih melihatnya,0,id
aku menyesal sudah berkata begitu,0,id
I am so paralyzed by fear,4,en
saya kejutan ini sangat mengubah hidupku,5,id
aku sangat bahagia hari ini,1,id
gue sangat merasa tidak ada yang mau mendengarku,0,id
aku sangat lelah hati,0,id
hatiku sangat penuh sukacita,1,id
aku tidak sanggup lagi,0,id
my heart is full,1,en
I feel completely worthless right now,0,en
I this anxiety makes me feel completely powerless,4,en
tanpanya hidupku terasa hampa,0,id
aku sangat mencintai pekerjaanku,1,id
aku tidak bisa membayangkan hidup tanpamu,2,id
diriku sangat marah karena diperlakukan buruk,3,id
gue ingin selalu bersamamu,2,id
aku tergila gila padamu,2,id
I am so scared I cannot meet expectations,4,en
I am deeply gloomy,0,en
I am so angry I got mistreated,3,en
saya sangat takut sendirian,4,id
I cannot escape this fear,4,en
I feel so forlorn,0,en
saya sangat merasa beruntung,1,id
aku minta maaf setulusnya,0,id
I am so satisfied with this result,1,en
aku sangat rindu sekali,0,id
perhatianmu sangat berarti bagiku,1,id
kamu sangat penting bagiku,2,id
I never thought I could achieve this,5,en
terima kasih sudah peduli,1,id
I am so frustrated because there is no solution,3,en
I never saw this coming,5,en
I feel so down,0,en
I am wrapped in so much fear,4,en
hatiku merasa sangat diinjak harga dirinya,3,id
I am scared to try,4,en
gue masih dalam keadaan kaget,5,id
gue sangat terluka,0,id
saya sangat suka ini,1,id
kamu baik banget,1,id
aku hanya ingin kamu,2,id
aku sangat marah karena diperlakukan seperti ini,3,id
I feel so rejected,0,en
you always disappoint me,0,en
aku menyesal sudah berlaku buruk padamu,0,id
saya sangat bimbang dan takut,4,id
gue sangat tersenyum lebar tak terbendung,1,id
saya kehilangan harapan,0,id
aku sangat merinding,4,id
kehilangannya sangat berat untukku,0,id
I cannot move on from you,0,en
hidupku terasa sangat menyedihkan,0,id
I am so scared of rejection,4,en
maaf aku bikin kamu kecewa,0,id
aku merasa sangat dilecehkan,3,id
diriku sangat marah karena dikhianati,3,id
I feel so on edge,4,en
hatiku sangat tidak menduga hasilnya begini,5,id
gue sangat mengagumimu,2,id
aku sangat bersalah,0,id
hatiku sangat kaget mendengar kabar ini,5,id
I am so thankful for your love,2,en
saya sangat merasa seperti beban bagi semua orang,0,id
aku sangat terpuruk,0,id
I appreciate everything you give me,2,en
gue sangat suka senyummu,2,id
saya sangat yakin kamu adalah orang yang tepat untukku,2,id
aku sangat berhati hati karena sangat takut,4,id
aku sangat merasa ringan dan bebas,1,id
aku sangat bersemangat berkarya,1,id
aku sangat tidak menduga mimpi mimpi itu bisa jadi nyata,5,id
I am so hopeless,0,en
gue sangat tidak kuasa menahan tangis,0,id
I am so sick of people who have no self-awareness,3,en
thank you for everything,1,en
I cannot be happy,0,en
I regret hurting you,0,en
saya sangat kagum,5,id
aku sangat kesal padamu,3,id
I feel so cheerful,1,en
you are the best friend,1,en
aku sangat marah karena kebaikanku diinjak injak,3,id
aku merasa sangat terbuang,0,id
diriku sangat trauma,4,id
aku tidak bisa tidur karena sedih,0,id
kamu baik sekali,1,id
ini sangat mengagetkan aku,5,id
gue sangat yakin kita ditakdirkan bersama,2,id
saya sangat merasa tidak layak mendapatkan kebahagiaan,0,id
gue sangat merasakan firasat buruk,4,id
gue sangat gemetar karena takut,4,id
I feel deeply paralyzed by fear,4,en
I am boiling with anger,3,en
I am so absolutely devastated,0,en
I am overwhelmed by grief,0,en
I deeply admire your strength,2,en
gue sangat tidak bisa tidur karena rasa cemas yang terus ada,4,id
how could you be so mean,0,en
I enjoy every moment,1,en
I really enjoy this time,1,en
I am beyond annoyed right now,3,en
I feel so insecure and afraid of being judged,4,en
hatiku merasa sangat hidup,1,id
gue sangat sakit hati,0,id
saya ketakutan ini sangat terasa menghimpit,4,id
gue sangat ingin kamu tahu betapa berartinya kamu,2,id
hatiku sangat lega,1,id
ini sangat tidak bisa diterima,3,id
I cried all night,0,en
saya tidak bisa berkata kata karena kaget,5,id
aku sangat kesal dengan cara dia memperlakukanku,3,id
behind my smile there is sadness,0,en
gue sangat tidak menduga hasilnya begini,5,id
I feel deeply overwhelmed by fear,4,en
saya sangat menderita,0,id
aku sangat terkejut melihat betapa jauh aku sudah melangkah,5,id
aku sangat kehilangan,0,id
aku sangat merasa hidup tidak punya arti lagi,0,id
aku sangat takut untuk bersuara,4,id
I am deeply aggravated,3,en
aku sangat takut bencana,4,id
aku merasa luar biasa,1,id
I am terrified,4,en
if only I had stayed,0,en
I do not dare to dream for fear of not achieving,4,en
hatiku sangat tidak bisa berhenti tersenyum,1,id
aku merasa tiada guna,0,id
I am so enthusiastic,1,en
I try to be happy but fail,0,en
I appreciate my life,1,en
aku sangat muak dengan kamu,3,id
I feel so aggravated,3,en
aku sangat takut dengan situasi ini,4,id
I deeply regret this,0,en
saya sangat menantikan kehadiranmu,2,id
kamu sangat keren,1,id
kamu memang baik,1,id
I never anticipated receiving this opportunity,5,en
saya sangat merasa kehadiranku tidak diinginkan,0,id
gue sangat tidak menduga bisa bertahan dari semua badai itu,5,id
gue sangat menikmati setiap detik,1,id
gue masih sangat terkejut,5,id
I am so apprehensive,4,en
aku merasa sangat lengkap,1,id
you are so sweet,1,en
my heart carries such pain,0,en
I am deeply petrified,4,en
diriku sangat tidak menduga,5,id
aku sangat takut ditolak,4,id
I cannot move because of fear,4,en
I refuse to accept this,3,en
this has gone too far,3,en
I cannot find any happiness anywhere,0,en
aku sangat suka dengan hidupku,1,id
aku menyesal sudah menyakitimu,0,id
aku sangat menyesal,0,id
I never thought all of this would happen to me,5,en
I am so outraged,3,en
I feel so unsafe,4,en
aku sangat emosi banget,3,id
aku sangat emosi,3,id
I feel deeply gripped by terror,4,en
saya sangat menikmati setiap detik,1,id
I am completely overjoyed,1,en
aku sangat penuh kebahagiaan,1,id
saya sangat kangen padamu,2,id
aku sangat bersyukur untuk cintamu,2,id
diriku sangat layu,0,id
I am so in love with you,2,en
